Condensed IUPAC,Composition,Numerical Composition,Species,ref,glytoucan_id,glycan_type
Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"{'Hex': 6, 'HexNAc': 2}",26000,"['Adeno-associated_dependoparvovirusA', 'Angiostrongylus_cantonensis', 'Apis_mellifera', 'Arabidopsis_thaliana', 'Bombyx_mori', 'Bos_taurus', 'Brugia_malayi', 'Camelus_dromedarius', 'Candida_albicans', 'Canis_familiaris', 'Capra_hircus', 'Colinus_virginianus', 'Cornu_aspersum', 'Coturnix_japonica', 'Cricetulus_griseus', 'Danio_rerio', 'Drosophila_melanogaster', 'Equus_asinus', 'Fasciola_hepatica', 'Gallus_domesticus', 'Gallus_gallus', 'Glossina_morsitans', 'Glycine_max', 'Homo_sapiens', 'Lutzomyia_longipalpis', 'Macaca_mulatta', 'Mus_musculus', 'Onchocerca_volvulus', 'Onchocerca_volvulus', 'Oryctolagus_cuniculus', 'Ovis_aries', 'Pan_troglodytes', 'Phaeodactylum_tricornutum', 'Phaseolus_vulgaris', 'Prunus_persica', 'Rattus_norvegicus', 'Ricinus_communis', 'Scincus_scincus', 'Sus_scrofa', 'Trichuris_suis', 'Viscum_album', 'ZikaVirus', 'Ramazzottius_varieornatus', 'Hypsibius_exemplaris', 'Aspergillus_niger', 'Aspergillus_awamori', 'Mesocricetus_auratus', 'Trypanosoma_conorhini', 'Trypanosoma_cruzi', 'Trypanosoma_dionisii', 'Abrus_precatorius', 'Spodoptera_frugiperda', 'Leishmania_adleri', 'Leptomonas_samueli', 'Canis_lupus', 'Herpetomonas_samuelpessoai', 'Artemisia_vulgaris', 'Mamestra_brassicae', 'Leishmania_mexicana', 'Torpedo_californica', 'Platanus_occidentalis', 'Trypanosoma_brucei', 'Phaseolus_coccineus', 'Asterias_rubens', 'Oryza_sativa', 'Pisum_sativum', 'Carica_papaya', 'Macaca_fascicularis', 'Olea_europaea', 'Carpinus_betulus', 'Aesculus_hippocastanum', 'Trichoplusia_ni', 'Acer_pseudoplatanus', 'Nicotiana_alata', 'Saccharomyces_cerevisiae', 'Herpetomonas_pessoai']","['https://pubmed.ncbi.nlm.nih.gov/37774344/', 'https://pubmed.ncbi.nlm.nih.gov/26650734/', '', 'https://pubmed.ncbi.nlm.nih.gov/35421698/', 'https://pubmed.ncbi.nlm.nih.gov/35397991/', 'https://pubmed.ncbi.nlm.nih.gov/36809004/', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9046957/', 'https://pubmed.ncbi.nlm.nih.gov/27428249/', '', 'https://pubmed.ncbi.nlm.nih.gov/35882911/', 'https://pubmed.ncbi.nlm.nih.gov/37972931/', 'https://pubmed.ncbi.nlm.nih.gov/30537828/', 'https://glycopost.glycosmos.org/entry/GPST000297', 'https://pubmed.ncbi.nlm.nih.gov/30537828/', 'https://pubmed.ncbi.nlm.nih.gov/36068283/', 'https://pubmed.ncbi.nlm.nih.gov/36509839/', 'https://pubmed.ncbi.nlm.nih.gov/17893096/', 'https://pubmed.ncbi.nlm.nih.gov/36155291/', 'https://pubmed.ncbi.nlm.nih.gov/37993102/', 'https://pubmed.ncbi.nlm.nih.gov/37972931/', '', 'https://pubmed.ncbi.nlm.nih.gov/33529215/', '', 'https://pubmed.ncbi.nlm.nih.gov/32737218/', 'https://pubmed.ncbi.nlm.nih.gov/32737362/', 'https://pubmed.ncbi.nlm.nih.gov/36711977/', 'https://pubmed.ncbi.nlm.nih.gov/37875230/', 'https://pubmed.ncbi.nlm.nih.gov/36949937/', 'https://www.frontiersin.org/articles/10.3389/fimmu.2023.1102344/abstract', 'https://pubmed.ncbi.nlm.nih.gov/33554253/', 'https://pubmed.ncbi.nlm.nih.gov/37972931/', 'https://pubmed.ncbi.nlm.nih.gov/36711977/', 'https://pubmed.ncbi.nlm.nih.gov/33673983/', '', 'https://pubmed.ncbi.nlm.nih.gov/36541565/', 'https://pubmed.ncbi.nlm.nih.gov/36711977/', '', 'https://pubmed.ncbi.nlm.nih.gov/27030038/', 'https://pubmed.ncbi.nlm.nih.gov/36809004/', 'https://pubmed.ncbi.nlm.nih.gov/26650734/', '', 'https://pubmed.ncbi.nlm.nih.gov/33664361/', 'https://pubmed.ncbi.nlm.nih.gov/40306492/', 'https://pubmed.ncbi.nlm.nih.gov/40306492/', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb']",G96417BZ,N
Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"{'Hex': 9, 'HexNAc': 2}",29000,"['Acanthocheilonema_viteae', 'Apis_mellifera', 'Arabidopsis_thaliana', 'Bombyx_mori', 'Bos_taurus', 'Brugia_malayi', 'Canis_familiaris', 'Capra_hircus', 'Cornu_aspersum', 'Crassostrea_gigas', 'Cricetulus_griseus', 'Danio_rerio', 'Drosophila_melanogaster', 'Equus_asinus', 'Fasciola_hepatica', 'Gallus_domesticus', 'Gallus_gallus', 'Hippopus_hippopus', 'Homo_sapiens', 'Larus_crassirostris', 'Macaca_mulatta', 'Mus_musculus', 'Mustela_furo', 'Onchocerca_volvulus', 'Onchocerca_volvulus', 'Ostrea_edulis', 'Ovis_aries', 'Pan_troglodytes', 'Parelaphostrongylus_tenuis', 'Penicillium_dierckxii', 'Penicillium_nordicum', 'Penicillium_verrucosum', 'Phaseolus_lunatus', 'Phaseolus_vulgaris', 'Prunus_persica', 'Rattus_norvegicus', 'Schizosaccharomyces_pombe', 'Scincus_scincus', 'Sus_scrofa', 'Trichuris_suis', 'Ramazzottius_varieornatus', 'Hypsibius_exemplaris', 'Crithidia_fasciculata', 'Trypanosoma_conorhini', 'Trypanosoma_cruzi', 'Trypanosoma_dionisii', 'Herpetomonas_samuelpessoai', 'Volvox_carteri', 'Leptomonas_samueli', 'Leishmania_adleri', 'Herpetomonas_muscarum', 'Herpetomonas_pessoai', 'Manduca_sexta', 'Glycine_max', 'Aspergillus_niger', 'Spodoptera_frugiperda', 'Fowl_plague_virus', 'Mesocricetus_auratus', 'Artemisia_vulgaris', 'Mamestra_brassicae', 'Leishmania_mexicana', 'Torpedo_californica', 'Vigna_radiata', 'Lens_culinaris', 'Trypanosoma_brucei', 'Phaseolus_coccineus', 'Vesicular_stomatitis_virus', 'Cavia_porcellus', 'Carica_papaya', 'Olea_europaea', 'Betula_pubescens', 'Androctonus_australis', 'Trichoplusia_ni', 'Nicotiana_alata', 'Canavalia_ensiformis', 'Blattella_germanica', 'Oryza_sativa', 'Asterias_amurensis', 'Ricinus_communis', 'Coturnix_japonica']","['https://pubmed.ncbi.nlm.nih.gov/9108548/', '', 'https://pubmed.ncbi.nlm.nih.gov/26001781/', 'https://pubmed.ncbi.nlm.nih.gov/35397991/', 'https://pubmed.ncbi.nlm.nih.gov/36809004/', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9046957/', 'https://pubmed.ncbi.nlm.nih.gov/35882911/', 'https://pubmed.ncbi.nlm.nih.gov/38096130/', 'https://glycopost.glycosmos.org/entry/GPST000297', 'https://www.mdpi.com/1660-3397/21/6/342', 'https://pubmed.ncbi.nlm.nih.gov/36388954/', 'https://pubmed.ncbi.nlm.nih.gov/36509839/', 'https://pubmed.ncbi.nlm.nih.gov/17893096/', 'https://pubmed.ncbi.nlm.nih.gov/36155291/', 'https://pubmed.ncbi.nlm.nih.gov/37993102/', 'https://pubmed.ncbi.nlm.nih.gov/27459092/', 'https://pubmed.ncbi.nlm.nih.gov/35804766/', 'https://pubmed.ncbi.nlm.nih.gov/7588729/', 'https://pubmed.ncbi.nlm.nih.gov/32737218/', 'https://pubmed.ncbi.nlm.nih.gov/19240272/', 'https://pubmed.ncbi.nlm.nih.gov/36711977/', 'https://pubmed.ncbi.nlm.nih.gov/37875230/', 'https://pubmed.ncbi.nlm.nih.gov/25135641/', 'https://pubmed.ncbi.nlm.nih.gov/36949937/', 'https://www.frontiersin.org/articles/10.3389/fimmu.2023.1102344/abstract', 'https://www.mdpi.com/1660-3397/21/6/342', 'https://pubmed.ncbi.nlm.nih.gov/38287599/', 'https://pubmed.ncbi.nlm.nih.gov/36711977/', 'https://pubmed.ncbi.nlm.nih.gov/16704967/', 'https://pubmed.ncbi.nlm.nih.gov/26515459/', 'https://pubmed.ncbi.nlm.nih.gov/26515459/', 'https://pubmed.ncbi.nlm.nih.gov/26515459/', '', '', 'https://pubmed.ncbi.nlm.nih.gov/36541565/', 'https://pubmed.ncbi.nlm.nih.gov/36711977/', 'https://pubmed.ncbi.nlm.nih.gov/10207182/', 'https://pubmed.ncbi.nlm.nih.gov/27030038/', 'https://pubmed.ncbi.nlm.nih.gov/34985888/', 'https://pubmed.ncbi.nlm.nih.gov/26650734/', 'https://pubmed.ncbi.nlm.nih.gov/40306492/', 'https://pubmed.ncbi.nlm.nih.gov/40306492/', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb']",G77301ZL,N
Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"{'Hex': 5, 'HexNAc': 2}",25000,"['Abrus_precatorius', 'Adeno-associated_dependoparvovirusA', 'Anacardium_occidentale', 'Angiostrongylus_cantonensis', 'Arabidopsis_thaliana', 'Bombyx_mori', 'Bos_grunniens', 'Bos_taurus', 'Brugia_malayi', 'Callipepla_squamata', 'Camelus_dromedarius', 'Canis_familiaris', 'Capra_hircus', 'Colinus_virginianus', 'Corylus_avellana', 'Coturnix_japonica', 'Cricetulus_griseus', 'Cryptosporidium_parvum', 'Danio_rerio', 'Desmodus_rotundus', 'Drosophila_melanogaster', 'Equus_asinus', 'Fasciola_hepatica', 'Gallus_domesticus', 'Gallus_gallus', 'Glycine_max', 'Helix_lucorum', 'Homo_sapiens', 'Juglans_regia', 'Macaca_mulatta', 'Mus_musculus', 'Mustela_furo', 'Onchocerca_volvulus', 'Onchocerca_volvulus', 'Oreortyx_pictus', 'Oryctolagus_cuniculus', 'Ovis_aries', 'Parelaphostrongylus_tenuis', 'Penicillium_dierckxii', 'Phaeodactylum_tricornutum', 'Pinus_pinea', 'Pistacia_vera', 'Prunus_dulcis_sativa', 'Prunus_persica', 'Rana_pipiens', 'Rattus_norvegicus', 'Scincus_scincus', 'Sus_scrofa', 'Sympodiomycopsis_paphiopedili', 'Trichuris_suis', 'Trypanosoma_congolense', 'ZikaVirus', 'Ramazzottius_varieornatus', 'Hypsibius_exemplaris', 'Felis_catus', 'Cavia_porcellus', 'Saccharomyces_cerevisiae', 'Phaseolus_vulgaris', 'Aspergillus_oryzae', 'Mesocricetus_auratus', 'Escherichia_coli', 'Aspergillus_niger', 'Vesicular_stomatitis_virus', 'Spodoptera_frugiperda', 'Apis_mellifera', 'Aspergillus_phoenicis', 'Artemisia_vulgaris', 'Mamestra_brassicae', 'Torpedo_californica', 'Ricinus_communis', 'Panulirus_interruptus', 'Platanus_occidentalis', 'Phaseolus_coccineus', 'Nicotiana_alata', 'Oryza_sativa', 'Pisum_sativum', 'Viscum_album', 'Carica_papaya', 'Carpinus_betulus', 'Trichoplusia_ni', 'Aesculus_hippocastanum', 'Acer_pseudoplatanus']","['', 'https://pubmed.ncbi.nlm.nih.gov/37774344/', 'https://pubmed.ncbi.nlm.nih.gov/35231713/', 'https://pubmed.ncbi.nlm.nih.gov/26650734/', 'https://pubmed.ncbi.nlm.nih.gov/26001781/', 'https://pubmed.ncbi.nlm.nih.gov/35397991/', 'https://pubmed.ncbi.nlm.nih.gov/34973737/', 'https://pubmed.ncbi.nlm.nih.gov/34973737/', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9046957/', 'https://pubmed.ncbi.nlm.nih.gov/30537828/', 'https://pubmed.ncbi.nlm.nih.gov/27428249/', 'https://pubmed.ncbi.nlm.nih.gov/35882911/', 'https://pubmed.ncbi.nlm.nih.gov/37972931/', 'https://pubmed.ncbi.nlm.nih.gov/30537828/', 'https://pubmed.ncbi.nlm.nih.gov/35231713/', 'https://pubmed.ncbi.nlm.nih.gov/30537828/', 'https://pubmed.ncbi.nlm.nih.gov/36068283/', 'https://www.jbc.org/article/S0021-9258(23)00138-2/fulltext', 'https://pubmed.ncbi.nlm.nih.gov/36509839/', 'https://pubmed.ncbi.nlm.nih.gov/9061366/', '', 'https://pubmed.ncbi.nlm.nih.gov/36155291/', 'https://pubmed.ncbi.nlm.nih.gov/37993102/', 'https://pubmed.ncbi.nlm.nih.gov/27459092/', 'https://pubmed.ncbi.nlm.nih.gov/35136109/', 'https://pubmed.ncbi.nlm.nih.gov/35231713/', 'https://www.mdpi.com/2218-273X/10/11/1470', 'https://pubmed.ncbi.nlm.nih.gov/32737218/', 'https://pubmed.ncbi.nlm.nih.gov/35231713/', 'https://pubmed.ncbi.nlm.nih.gov/36131114/', 'https://pubmed.ncbi.nlm.nih.gov/37875230/', 'https://pubmed.ncbi.nlm.nih.gov/30315103/', 'https://pubmed.ncbi.nlm.nih.gov/36949937/', 'https://www.frontiersin.org/articles/10.3389/fimmu.2023.1102344/abstract', 'https://pubmed.ncbi.nlm.nih.gov/30537828/', 'https://pubmed.ncbi.nlm.nih.gov/33554253/', 'https://pubmed.ncbi.nlm.nih.gov/36809004/', 'https://pubmed.ncbi.nlm.nih.gov/16704967/', '', 'https://pubmed.ncbi.nlm.nih.gov/33673983/', 'https://pubmed.ncbi.nlm.nih.gov/35231713/', 'https://pubmed.ncbi.nlm.nih.gov/35231713/', 'https://pubmed.ncbi.nlm.nih.gov/35231713/', 'https://pubmed.ncbi.nlm.nih.gov/35231713/', 'https://pubmed.ncbi.nlm.nih.gov/8400551/', 'https://pubmed.ncbi.nlm.nih.gov/9490042/', 'https://pubmed.ncbi.nlm.nih.gov/27030038/', 'https://pubmed.ncbi.nlm.nih.gov/37972931/', 'https://pubmed.ncbi.nlm.nih.gov/28384382/', 'https://pubmed.ncbi.nlm.nih.gov/26650734/', 'https://pubmed.ncbi.nlm.nih.gov/35995210/', 'https://pubmed.ncbi.nlm.nih.gov/33664361/', 'https://pubmed.ncbi.nlm.nih.gov/40306492/', 'https://pubmed.ncbi.nlm.nih.gov/40306492/', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb']",G77007QN,N
Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"{'Hex': 3, 'HexNAc': 2}",23000,"['Acanthocheilonema_viteae', 'Adeno-associated_dependoparvovirusA', 'Aedes_aegypti', 'Agelenopsis_aperta', 'Angiostrongylus_cantonensis', 'Anopheles_gambiae', 'Antheraea_pernyi', 'Apis_mellifera', 'Arabidopsis_thaliana', 'Armoracia_rusticana', 'Ascaris_suum', 'Aspergillus_nidulans', 'Aspergillus_niger', 'Aspergillus_terreus', 'AvianInfluenzaA_Virus', 'Bombyx_mori', 'Bos_taurus', 'Breviolum_minutum', 'Brugia_malayi', 'Caenorhabditis_elegans', 'Callipepla_squamata', 'Capra_hircus', 'Cardicola_forsteri', 'Colinus_virginianus', 'Corylus_avellana', 'Coturnix_coturnix', 'Coturnix_japonica', 'Crassostrea_gigas', 'Cricetulus_griseus', 'Danio_rerio', 'Dictyocaulus_viviparus', 'Drosophila_melanogaster', 'Entamoeba_histolytica', 'Equus_asinus', 'Fasciola_hepatica', 'Felis_catus', 'Gallus_gallus', 'Glossina_morsitans', 'Haemonchus_contortus', 'Heligmosomoides_polygyrus', 'Helix_pomatia', 'Homo_sapiens', 'HumanImmunoDeficiency_Virus', 'Ixodes_scapularis', 'Juglans_regia', 'Komagataella_pastoris', 'Leptinotarsa_decemlineata', 'Lupinus_luteus', 'Lutzomyia_longipalpis', 'Lymantria_dispar', 'Mamestra_brassicae', 'Megathura_crenulata', 'Mus_musculus', 'Nicotiana_alata', 'Nilaparvata_lugens', 'Oesophagostomum_dentatum', 'Ogataea_polymorpha', 'Onchocerca_volvulus', 'Onchocerca_volvulus', 'Ophiactis_savignyi', 'Opisthorchis_viverrini', 'Oreortyx_pictus', 'Oryzias_latipes', 'Ostrea_edulis', 'Ovis_aries', 'Penicillium_decumbens', 'Penicillium_oxalicum', 'Phaseolus_vulgaris', 'Physcomitrella_patens', 'Pisum_sativum', 'Pithecopus_azureus', 'Pristionchus_pacificus', 'Prunus_dulcis_sativa', 'Prunus_persica', 'Rana_pipiens', 'Rapana_venosa', 'Rattus_norvegicus', 'SARS_CoV2', 'Saccharomyces_cerevisiae', 'Schistosoma_mansoni', 'Schizosaccharomyces_pombe', 'Schmidtea_mediterranea', 'SemlikiForest_Virus', 'Spodoptera_frugiperda', 'Sus_scrofa', 'Sympodiomycopsis_paphiopedili', 'Synsepalum_dulcificum', 'Tick_borne_encephalitis_virus', 'Toxocara_canis', 'Tribolium_castaneum', 'Trichinella_spiralis', 'Trichoplusia_ni', 'Trichuris_suis', 'Trypanosoma_cruzi', 'Vespula_vulgaris', 'Volvarina_rubella', 'Yarrowia_lipolytica', 'undetermined', 'Ramazzottius_varieornatus', 'Hypsibius_exemplaris', 'Rana_temporaria', 'Anas_platyrhynchos', 'Lonchocarpus_capassa', 'Phaseolus_lunatus', 'Platanus_occidentalis', 'Vicia_faba', 'Lens_culinaris', 'Phaseolus_coccineus', 'Tetrahymena_pyriformis', 'Wisteria_floribunda', 'Scomber_japonicus', 'Canis_lupus', 'Limulus_polyphemus', 'Aedes_albopictus', 'Oryctolagus_cuniculus', 'Solanum_lycopersicum', 'Acer_pseudoplatanus', 'Cynodon_dactylon', 'Styphnolobium_japonicum', 'Vigna_unguiculata_subsp._cylindrica']","['https://pubmed.ncbi.nlm.nih.gov/9108548/', 'https://pubmed.ncbi.nlm.nih.gov/37774344/', 'https://pubmed.ncbi.nlm.nih.gov/26047717/', '', 'https://pubmed.ncbi.nlm.nih.gov/27107931/', 'https://pubmed.ncbi.nlm.nih.gov/26047717/', 'https://pubmed.ncbi.nlm.nih.gov/12626419/', '', 'https://pubmed.ncbi.nlm.nih.gov/26001781/', 'https://pubmed.ncbi.nlm.nih.gov/9451502/', 'https://pubmed.ncbi.nlm.nih.gov/17181538/', 'https://pubmed.ncbi.nlm.nih.gov/24076077/', 'https://pubmed.ncbi.nlm.nih.gov/24076077/', 'https://pubmed.ncbi.nlm.nih.gov/30387766/', 'https://pubmed.ncbi.nlm.nih.gov/2407026/', 'https://pubmed.ncbi.nlm.nih.gov/12626419/', 'https://pubmed.ncbi.nlm.nih.gov/38184915/', 'https://doi.org/10.1007/s00248-020-01487-9', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9046957/', 'https://pubmed.ncbi.nlm.nih.gov/12038976/', 'https://pubmed.ncbi.nlm.nih.gov/30537828/', 'https://pubmed.ncbi.nlm.nih.gov/38287599/', 'https://www.sciencedirect.com/science/article/pii/S002075192100240X#t0012', 'https://pubmed.ncbi.nlm.nih.gov/30537828/', 'https://pubmed.ncbi.nlm.nih.gov/35231713/', 'https://pubmed.ncbi.nlm.nih.gov/2346940/', 'https://pubmed.ncbi.nlm.nih.gov/30537828/', 'https://www.mdpi.com/1660-3397/21/6/342', '', 'https://academic.oup.com/glycob/article/27/3/228/2656954', 'https://academic.oup.com/glycob/article/10/2/223/572358', '', 'https://pubmed.ncbi.nlm.nih.gov/18417475/', 'https://pubmed.ncbi.nlm.nih.gov/27550041/', 'https://pubmed.ncbi.nlm.nih.gov/27104959/', '', '', 'https://pubmed.ncbi.nlm.nih.gov/33529215/', 'https://pubmed.ncbi.nlm.nih.gov/25740940/', 'https://pubmed.ncbi.nlm.nih.gov/26688390/', '', 'https://pubmed.ncbi.nlm.nih.gov/32737218/', 'https://pubmed.ncbi.nlm.nih.gov/9530961/', 'https://pubmed.ncbi.nlm.nih.gov/20331643/', 'https://pubmed.ncbi.nlm.nih.gov/35231713/', 'https://pubmed.ncbi.nlm.nih.gov/30397726/', 'https://doi.org/10.1016/j.jinsphys.2019.03.009', 'https://pubmed.ncbi.nlm.nih.gov/11042390/', 'https://pubmed.ncbi.nlm.nih.gov/32737362/', 'https://pubmed.ncbi.nlm.nih.gov/28077298/', 'https://pubmed.ncbi.nlm.nih.gov/8311447/', 'https://pubmed.ncbi.nlm.nih.gov/12423344/', '', 'https://pubmed.ncbi.nlm.nih.gov/8922956/', 'https://pubmed.ncbi.nlm.nih.gov/30703540/', 'https://pubmed.ncbi.nlm.nih.gov/27751954/', 'https://pubmed.ncbi.nlm.nih.gov/26340101/', 'https://pubmed.ncbi.nlm.nih.gov/36949937/', 'https://www.frontiersin.org/articles/10.3389/fimmu.2023.1102344/abstract', 'https://pubmed.ncbi.nlm.nih.gov/32001617/', 'https://pubmed.ncbi.nlm.nih.gov/23174105/', 'https://pubmed.ncbi.nlm.nih.gov/30537828/', 'https://www.tandfonline.com/doi/full/10.1080/09553002.2021.1864500', 'https://www.mdpi.com/1660-3397/21/6/342', 'https://pubmed.ncbi.nlm.nih.gov/38287599/', '', '', 'https://pubmed.ncbi.nlm.nih.gov/8465965/', 'https://pubmed.ncbi.nlm.nih.gov/14566560/', '', 'https://pubmed.ncbi.nlm.nih.gov/35077806/', 'https://pubmed.ncbi.nlm.nih.gov/25639343/', 'https://pubmed.ncbi.nlm.nih.gov/35231713/', 'https://pubmed.ncbi.nlm.nih.gov/35231713/', '', 'https://www.sciencedirect.com/science/article/pii/S0006291X05007357', '', '', '', 'https://iai.asm.org/content/84/5/1371', 'https://www.ncbi.nlm.nih.gov/books/NBK453054/', 'https://pubmed.ncbi.nlm.nih.gov/29475940/', 'https://pubmed.ncbi.nlm.nih.gov/1729985/', 'https://pubmed.ncbi.nlm.nih.gov/8311447/', '', '', '', 'https://doi.org/10.1038/s41598-020-70082-2', 'https://pubmed.ncbi.nlm.nih.gov/23351972/', 'https://pubmed.ncbi.nlm.nih.gov/27731363/', 'https://pubmed.ncbi.nlm.nih.gov/10988255/', 'https://pubmed.ncbi.nlm.nih.gov/28077298/', 'https://pubmed.ncbi.nlm.nih.gov/26650734/', 'https://pubmed.ncbi.nlm.nih.gov/16045752/', 'https://pubmed.ncbi.nlm.nih.gov/16218950/', 'https://pubmed.ncbi.nlm.nih.gov/26598642/', 'https://pubmed.ncbi.nlm.nih.gov/30397726/', '', 'https://pubmed.ncbi.nlm.nih.gov/40306492/', 'https://pubmed.ncbi.nlm.nih.gov/40306492/', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb', 'gwb']",G42730YE,N
