Fragment,Type,Fragment Mass,Glycan
YY-Hex3HexNAc2-redEnd,YY,1136.59383112599,34101
Y-Hex3HexNAc2-redEnd,Y,1150.60948118999,34101
YY-Hex2HexNAc3-redEnd,YY,1177.62038022699,34101
Y-Hex3HexNAc1NeuAc1-B,BY,1218.59931043399,34101
Y-Hex5HexNAc1-B,BY,1265.625190833,34101
Y-Hex4HexNAc2-B,BY,1306.651739934,34101
Y-Hex4HexNAc2-redEnd,Y,1354.70925481199,34101
YY-Hex3HexNAc3-redEnd,YY,1381.72015384899,34101
YY-Hex3HexNAc3-redEnd,YY,1381.72015384899,34101
Y-Hex4HexNAc1NeuAc1-B,BY,1422.699084056,34101
Y-Hex3HexNAc2NeuAc1-B,BY,1463.72563315699,34101
Y-Hex5HexNAc2-B,BY,1510.751513556,34101
YY-Hex4HexNAc3-redEnd,YY,1585.81992747099,34101
Y-Hex4HexNAc3-redEnd,Y,1599.83557753499,34101
Hex5HexNAc1NeuAc1-B,B,1640.81450774199,34101
Y-Hex4HexNAc2NeuAc1-B,BY,1667.82540677899,34101
Y-Hex3HexNAc3NeuAc1-redEnd,Y,1756.90947075799,34101
Y-Hex5HexNAc3-redEnd,Y,1803.93535115699,34101
Hex5HexNAc2NeuAc1-B,B,1885.94083046499,34101
Y-Hex4HexNAc3NeuAc1-redEnd,Y,1961.00924437999,34101
Hex5HexNAc3NeuAc1-redEnd,NA,2179.12466806599,34101
dHex1-B,B,188.104858999999,34110
Y-Hex1-B,BY,204.099773622,34110
Y-Hex1-B,BY,204.099773622,34110
Hex1-B,B,218.115423685999,34110
Hex1-B,B,218.115423685999,34110
Y-HexNAc1-B,BY,245.126322723,34110
Y-HexNAc1-B,BY,245.126322723,34110
YY-HexNAc1-redEnd,YY,279.168187537,34110
Hex2-B,B,422.215197308,34110
Y-Hex1HexNAc1-B,BY,449.226096345,34110
Hex1HexNAc1-B,B,463.241746409,34110
Y-HexNAc1dHex1-redEnd,Y,467.273046536999,34110
YY-HexNAc2-redEnd,YY,524.29451026,34110
Y-Hex3-B,BY,612.299320866,34110
Hex2HexNAc1-B,B,667.341520031,34110
Y-HexNAc2dHex1-redEnd,Y,712.39936926,34110
Y-Hex4-B,BY,816.399094488,34110
Y-Hex3HexNAc1-B,BY,857.425643589,34110
Y-Hex3HexNAc1-B,BY,857.425643589,34110
YY-Hex1HexNAc2dHex1-redEnd,YY,902.483492818,34110
Y-Hex4HexNAc1-B,BY,1061.52541721099,34110
Y-Hex4HexNAc1-B,BY,1061.525417211,34110
Y-Hex4HexNAc1-B,BY,1061.525417211,34110
Y-Hex3HexNAc2-B,BY,1102.551966312,34110
YY-Hex2HexNAc2dHex1-redEnd,YY,1106.58326643999,34110
YY-Hex2HexNAc2dHex1-redEnd,YY,1106.58326643999,34110
YY-Hex3HexNAc2-redEnd,YY,1136.593831126,34110
Hex5HexNAc1-B,B,1279.640840897,34110
Y-Hex4HexNAc2-B,BY,1306.651739934,34110
Y-Hex4HexNAc2-B,BY,1306.651739934,34110
YY-Hex3HexNAc2dHex1-redEnd,YY,1310.683040062,34110
Y-Hex3HexNAc2dHex1-redEnd,Y,1324.698690126,34110
YY-Hex4HexNAc2-redEnd,YY,1340.69360474799,34110
YY-Hex2HexNAc3dHex1-redEnd,YY,1351.709589163,34110
YY-Hex3HexNAc3-redEnd,YY,1381.720153849,34110
Hex5HexNAc2-B,B,1524.76716362,34110
Y-Hex4HexNAc2dHex1-redEnd,Y,1528.79846374799,34110
YY-Hex3HexNAc3dHex1-redEnd,YY,1555.809362785,34110
Y-Hex3HexNAc3dHex1-redEnd,Y,1569.825012849,34110
YY-Hex4HexNAc3-redEnd,YY,1585.81992747099,34110
YY-Hex4HexNAc3-redEnd,YY,1585.81992747099,34110
Y-Hex4HexNAc3dHex1-redEnd,Y,1773.92478647099,34110
Y-Hex4HexNAc3dHex1-redEnd,Y,1773.92478647099,34110
Y-Hex5HexNAc3-redEnd,Y,1803.935351157,34110
Hex5HexNAc3dHex1-redEnd,NA,1992.040210157,34110
dHex1-B,B,188.104858999999,34111
Y-Hex1-B,BY,204.099773622,34111
Y-Hex1-B,BY,204.099773622,34111
Y-Hex1-B,BY,204.099773622,34111
Hex1-B,B,218.115423685999,34111
Y-HexNAc1-B,BY,245.126322723,34111
Y-HexNAc1-B,BY,245.126322723,34111
YY-HexNAc1-redEnd,YY,279.168187537,34111
NeuAc1-B,B,375.189316908999,34111
Hex2-B,B,422.215197308,34111
Y-Hex1HexNAc1-B,BY,449.226096345,34111
Y-Hex1HexNAc1-B,BY,449.226096345,34111
Y-HexNAc1dHex1-redEnd,Y,467.273046536999,34111
YY-HexNAc2-redEnd,YY,524.29451026,34111
Hex1NeuAc1-B,B,579.289090531,34111
Y-Hex3-B,BY,612.299320866,34111
Y-Hex2HexNAc1-B,BY,653.325869967,34111
Y-HexNAc2dHex1-redEnd,Y,712.39936926,34111
Y-Hex4-B,BY,816.399094488,34111
Hex1HexNAc1NeuAc1-B,B,824.415413254,34111
Y-Hex3HexNAc1-B,BY,857.425643589,34111
YY-Hex1HexNAc2dHex1-redEnd,YY,902.483492818,34111
Hex2HexNAc1NeuAc1-B,B,1028.515186876,34111
Y-Hex4HexNAc1-B,BY,1061.52541721099,34111
Y-Hex4HexNAc1-B,BY,1061.525417211,34111
YY-Hex2HexNAc2dHex1-redEnd,YY,1106.58326643999,34111
YY-Hex2HexNAc2dHex1-redEnd,YY,1106.58326643999,34111
YY-Hex3HexNAc2-redEnd,YY,1136.593831126,34111
Y-Hex3HexNAc1NeuAc1-B,BY,1218.59931043399,34111
Y-Hex5HexNAc1-B,BY,1265.625190833,34111
Y-Hex4HexNAc2-B,BY,1306.651739934,34111
YY-Hex3HexNAc2dHex1-redEnd,YY,1310.683040062,34111
Y-Hex3HexNAc2dHex1-redEnd,Y,1324.698690126,34111
YY-Hex4HexNAc2-redEnd,YY,1340.69360474799,34111
YY-Hex2HexNAc3dHex1-redEnd,YY,1351.709589163,34111
Y-Hex4HexNAc1NeuAc1-B,BY,1422.699084056,34111
Y-Hex3HexNAc2NeuAc1-B,BY,1463.72563315699,34111
Y-Hex5HexNAc2-B,BY,1510.751513556,34111
Y-Hex4HexNAc2dHex1-redEnd,Y,1528.79846374799,34111
YY-Hex3HexNAc3dHex1-redEnd,YY,1555.809362785,34111
YY-Hex3HexNAc3dHex1-redEnd,YY,1555.809362785,34111
YY-Hex4HexNAc3-redEnd,YY,1585.81992747099,34111
Hex5HexNAc1NeuAc1-B,B,1640.81450774199,34111
Y-Hex4HexNAc2NeuAc1-B,BY,1667.82540677899,34111
YY-Hex3HexNAc3NeuAc1-redEnd,YY,1742.89382069399,34111
YY-Hex4HexNAc3dHex1-redEnd,YY,1759.90913640699,34111
Y-Hex4HexNAc3dHex1-redEnd,Y,1773.92478647099,34111
YY-Hex5HexNAc3-redEnd,YY,1789.919701093,34111
Hex5HexNAc2NeuAc1-B,B,1885.94083046499,34111
Y-Hex3HexNAc3NeuAc1dHex1-redEnd,Y,1930.99867969399,34111
YY-Hex4HexNAc3NeuAc1-redEnd,YY,1946.99359431599,34111
Y-Hex5HexNAc3dHex1-redEnd,Y,1978.024560093,34111
Y-Hex4HexNAc3NeuAc1dHex1-redEnd,Y,2135.098453316,34111
Y-Hex5HexNAc3NeuAc1-redEnd,Y,2165.10901800199,34111
Hex5HexNAc3NeuAc1dHex1-redEnd,NA,2353.21387700199,34111
dHex1-B,B,188.104858999999,34121
Y-Hex1-B,BY,204.099773622,34121
Y-Hex1-B,BY,204.099773622,34121
Y-Hex1-B,BY,204.099773622,34121
Hex1-B,B,218.115423685999,34121
Y-HexNAc1-B,BY,245.126322723,34121
YY-HexNAc1-redEnd,YY,279.168187537,34121
NeuAc1-B,B,375.189316908999,34121
Y-HexNAc1dHex1-B,BY,419.215531658999,34121
Hex2-B,B,422.215197308,34121
Y-HexNAc1dHex1-redEnd,Y,467.273046536999,34121
YY-HexNAc2-redEnd,YY,524.29451026,34121
Hex1NeuAc1-B,B,579.289090531,34121
Y-Hex3-B,BY,612.299320866,34121
Y-Hex1HexNAc1dHex1-B,BY,623.315305281,34121
Y-Hex1HexNAc1dHex1-B,BY,623.315305281,34121
Y-HexNAc2dHex1-redEnd,Y,712.39936926,34121
Y-Hex1HexNAc1NeuAc1-B,BY,810.39976319,34121
Y-Hex4-B,BY,816.399094488,34121
Y-Hex2HexNAc1dHex1-B,BY,827.415078903,34121
Y-Hex3HexNAc1-B,BY,857.425643589,34121
YY-Hex1HexNAc2dHex1-redEnd,YY,902.483492818,34121
Hex1HexNAc1NeuAc1dHex1-B,B,998.50462219,34121
Y-Hex2HexNAc1NeuAc1-B,BY,1014.499536812,34121
Y-Hex4HexNAc1-B,BY,1061.52541721099,34121
YY-Hex2HexNAc2dHex1-redEnd,YY,1106.58326643999,34121
YY-Hex2HexNAc2dHex1-redEnd,YY,1106.58326643999,34121
YY-Hex3HexNAc2-redEnd,YY,1136.593831126,34121
Hex2HexNAc1NeuAc1dHex1-B,B,1202.604395812,34121
Y-Hex4HexNAc1dHex1-B,BY,1235.614626147,34121
YY-Hex3HexNAc2dHex1-redEnd,YY,1310.683040062,34121
Y-Hex3HexNAc2dHex1-redEnd,Y,1324.698690126,34121
YY-Hex4HexNAc2-redEnd,YY,1340.69360474799,34121
Y-Hex3HexNAc1NeuAc1dHex1-B,BY,1392.68851937,34121
Y-Hex5HexNAc1dHex1-B,BY,1439.71439976899,34121
Y-Hex4HexNAc2dHex1-B,BY,1480.74094887,34121
YY-Hex2HexNAc3dHex2-redEnd,YY,1525.798798099,34121
Y-Hex4HexNAc2dHex1-redEnd,Y,1528.79846374799,34121
Y-Hex4HexNAc1NeuAc1dHex1-B,BY,1596.788292992,34121
Y-Hex5HexNAc1NeuAc1-B,BY,1626.798857678,34121
Y-Hex3HexNAc2NeuAc1dHex1-B,BY,1637.814842093,34121
Y-Hex5HexNAc2dHex1-B,BY,1684.84072249199,34121
YY-Hex3HexNAc3dHex2-redEnd,YY,1729.89857172099,34121
YY-Hex3HexNAc3dHex2-redEnd,YY,1729.898571721,34121
YY-Hex4HexNAc3dHex1-redEnd,YY,1759.90913640699,34121
YY-Hex4HexNAc3dHex1-redEnd,YY,1759.90913640699,34121
Hex5HexNAc1NeuAc1dHex1-B,B,1814.903716678,34121
Y-Hex4HexNAc2NeuAc1dHex1-B,BY,1841.914615715,34121
Y-Hex5HexNAc2NeuAc1-B,BY,1871.925180401,34121
YY-Hex3HexNAc3NeuAc1dHex1-redEnd,YY,1916.98302963,34121
YY-Hex3HexNAc3NeuAc1dHex1-redEnd,YY,1916.98302963,34121
YY-Hex4HexNAc3dHex2-redEnd,YY,1933.99834534299,34121
Y-Hex4HexNAc3dHex2-redEnd,Y,1948.01399540699,34121
YY-Hex5HexNAc3dHex1-redEnd,YY,1964.00891002899,34121
YY-Hex5HexNAc3dHex1-redEnd,YY,1964.008910029,34121
Hex5HexNAc2NeuAc1dHex1-B,B,2060.030039401,34121
Y-Hex3HexNAc3NeuAc1dHex2-redEnd,Y,2105.08788863,34121
YY-Hex4HexNAc3NeuAc1dHex1-redEnd,YY,2121.082803252,34121
YY-Hex4HexNAc3NeuAc1dHex1-redEnd,YY,2121.082803252,34121
YY-Hex5HexNAc3NeuAc1-redEnd,YY,2151.093367938,34121
Y-Hex5HexNAc3dHex2-redEnd,Y,2152.11376902899,34121
Y-Hex4HexNAc3NeuAc1dHex2-redEnd,Y,2309.187662252,34121
Y-Hex5HexNAc3NeuAc1dHex1-redEnd,Y,2339.198226938,34121
Y-Hex5HexNAc3NeuAc1dHex1-redEnd,Y,2339.198226938,34121
Hex5HexNAc3NeuAc1dHex2-redEnd,NA,2527.303085938,34121
dHex1-B,B,188.104858999999,35010
Y-Hex1-B,BY,204.099773622,35010
Hex1-B,B,218.115423685999,35010
Y-HexNAc1-B,BY,245.126322723,35010
HexNAc1-B,B,259.141972787,35010
YY-HexNAc1-redEnd,YY,279.168187537,35010
Y-Hex2-B,BY,408.199547244,35010
Hex1HexNAc1-B,B,463.241746409,35010
Y-HexNAc1dHex1-redEnd,Y,467.273046536999,35010
YY-HexNAc2-redEnd,YY,524.29451026,35010
Hex3-B,B,626.31497093,35010
Y-Hex2HexNAc1-B,BY,653.325869967,35010
Y-HexNAc2dHex1-redEnd,Y,712.39936926,35010
Y-Hex4-B,BY,816.399094488,35010
Y-Hex2HexNAc2-B,BY,898.45219269,35010
YY-Hex1HexNAc2dHex1-redEnd,YY,902.483492818,35010
Y-Hex5-B,BY,1020.49886811,35010
Y-Hex4HexNAc1-B,BY,1061.525417211,35010
Y-Hex4HexNAc1-B,BY,1061.525417211,35010
YY-Hex2HexNAc2dHex1-redEnd,YY,1106.58326643999,35010
YY-Hex2HexNAc3-redEnd,YY,1177.620380227,35010
Y-Hex5HexNAc1-B,BY,1265.625190833,35010
Hex5HexNAc1-B,B,1279.640840897,35010
Y-Hex4HexNAc2-B,BY,1306.651739934,35010
YY-Hex3HexNAc2dHex1-redEnd,YY,1310.683040062,35010
YY-Hex4HexNAc2-redEnd,YY,1340.693604748,35010
Y-Hex2HexNAc3dHex1-redEnd,Y,1365.725239227,35010
YY-Hex4HexNAc2dHex1-redEnd,YY,1514.782813684,35010
Hex5HexNAc2-B,B,1524.76716362,35010
Y-Hex4HexNAc2dHex1-redEnd,Y,1528.798463748,35010
YY-Hex5HexNAc2-redEnd,YY,1544.79337836999,35010
YY-Hex3HexNAc3dHex1-redEnd,YY,1555.809362785,35010
YY-Hex4HexNAc3-redEnd,YY,1585.81992747099,35010
Y-Hex5HexNAc2dHex1-redEnd,Y,1732.89823736999,35010
Y-Hex4HexNAc3dHex1-redEnd,Y,1773.92478647099,35010
Y-Hex5HexNAc3-redEnd,Y,1803.935351157,35010
Hex5HexNAc3dHex1-redEnd,NA,1992.040210157,35010
Y-Hex1-B,BY,204.099773622,35100
Hex1-B,B,218.115423685999,35100
Y-HexNAc1-B,BY,245.126322723,35100
Y-HexNAc1-B,BY,245.126322723,35100
HexNAc1-B,B,259.141972787,35100
Y-HexNAc1-redEnd,Y,293.183837601,35100
Y-Hex2-B,BY,408.199547244,35100
Y-Hex1HexNAc1-B,BY,449.226096345,35100
HexNAc2-B,B,504.26829551,35100
Y-HexNAc2-redEnd,Y,538.310160324,35100
Hex3-B,B,626.31497093,35100
Hex1HexNAc2-B,B,708.368069132,35100
YY-Hex1HexNAc2-redEnd,YY,728.394283882,35100
Y-Hex4-B,BY,816.399094488,35100
Y-Hex2HexNAc2-B,BY,898.45219269,35100
YY-Hex2HexNAc2-redEnd,YY,932.494057503999,35100
Y-Hex5-B,BY,1020.49886811,35100
Y-Hex4HexNAc1-B,BY,1061.525417211,35100
YY-Hex3HexNAc2-redEnd,YY,1136.59383112599,35100
Y-Hex2HexNAc3-B,BY,1143.578515413,35100
YY-Hex2HexNAc3-redEnd,YY,1177.62038022699,35100
Y-Hex5HexNAc1-B,BY,1265.625190833,35100
Y-Hex5HexNAc1-B,BY,1265.625190833,35100
Y-Hex4HexNAc2-B,BY,1306.651739934,35100
YY-Hex4HexNAc2-redEnd,YY,1340.69360474799,35100
Y-Hex4HexNAc2-redEnd,Y,1354.709254812,35100
Y-Hex2HexNAc4-redEnd,Y,1436.762353014,35100
Y-Hex5HexNAc2-B,BY,1510.751513556,35100
Hex5HexNAc2-B,B,1524.76716362,35100
Y-Hex4HexNAc3-B,BY,1551.778062657,35100
Y-Hex5HexNAc2-redEnd,Y,1558.80902843399,35100
YY-Hex4HexNAc3-redEnd,YY,1585.81992747099,35100
YY-Hex3HexNAc4-redEnd,YY,1626.84647657199,35100
Hex5HexNAc3-B,B,1769.893486343,35100
Y-Hex5HexNAc3-redEnd,Y,1803.93535115699,35100
Y-Hex4HexNAc4-redEnd,Y,1844.96190025799,35100
Hex5HexNAc4-redEnd,NA,2063.077323944,35100
Y-Hex1-B,BY,204.099773622,35101
Hex1-B,B,218.115423685999,35101
Y-HexNAc1-B,BY,245.126322723,35101
Y-HexNAc1-B,BY,245.126322723,35101
Y-HexNAc1-B,BY,245.126322723,35101
Y-HexNAc1-redEnd,Y,293.183837601,35101
NeuAc1-B,B,375.189316908999,35101
Y-Hex2-B,BY,408.199547244,35101
Y-Hex1HexNAc1-B,BY,449.226096345,35101
Y-HexNAc2-B,BY,490.252645446,35101
Y-HexNAc2-redEnd,Y,538.310160324,35101
HexNAc1NeuAc1-B,B,620.31563963200006,35101
Hex3-B,B,626.31497093,35101
Y-Hex1HexNAc2-B,BY,694.352419068,35101
YY-Hex1HexNAc2-redEnd,YY,728.394283882,35101
Y-Hex4-B,BY,816.399094488,35101
HexNAc2NeuAc1-B,B,865.441962355,35101
YY-Hex2HexNAc2-redEnd,YY,932.494057503999,35101
Y-Hex5-B,BY,1020.49886811,35101
Y-Hex4HexNAc1-B,BY,1061.525417211,35101
Hex1HexNAc2NeuAc1-B,B,1069.541735977,35101
YY-Hex3HexNAc2-redEnd,YY,1136.59383112599,35101
YY-Hex2HexNAc3-redEnd,YY,1177.62038022699,35101
Y-Hex2HexNAc2NeuAc1-B,BY,1259.62585953499,35101
Y-Hex5HexNAc1-B,BY,1265.625190833,35101
Y-Hex5HexNAc1-B,BY,1265.625190833,35101
YY-Hex4HexNAc2-redEnd,YY,1340.69360474799,35101
Y-Hex4HexNAc2-redEnd,Y,1354.709254812,35101
YY-Hex2HexNAc4-redEnd,YY,1422.74670294999,35101
Y-Hex2HexNAc3NeuAc1-B,BY,1504.75218225799,35101
Y-Hex5HexNAc2-B,BY,1510.751513556,35101
Y-Hex5HexNAc2-B,BY,1510.751513556,35101
Y-Hex5HexNAc2-redEnd,Y,1558.80902843399,35101
YY-Hex4HexNAc3-redEnd,YY,1585.81992747099,35101
Y-Hex4HexNAc2NeuAc1-B,BY,1667.82540677899,35101
Y-Hex5HexNAc3-B,BY,1755.877836279,35101
Y-Hex2HexNAc4NeuAc1-redEnd,Y,1797.93601985899,35101
Y-Hex5HexNAc3-redEnd,Y,1803.93535115699,35101
YY-Hex4HexNAc4-redEnd,YY,1830.94625019399,35101
Hex5HexNAc2NeuAc1-B,B,1885.94083046499,35101
Y-Hex4HexNAc3NeuAc1-B,BY,1912.95172950199,35101
YY-Hex3HexNAc4NeuAc1-redEnd,YY,1988.02014341699,35101
Y-Hex5HexNAc4-redEnd,Y,2049.06167388,35101
Hex5HexNAc3NeuAc1-B,B,2131.067153188,35101
Y-Hex4HexNAc4NeuAc1-redEnd,Y,2206.135567103,35101
Hex5HexNAc4NeuAc1-redEnd,NA,2424.250990789,35101
dHex1-B,B,188.104858999999,35110
Y-Hex1-B,BY,204.099773622,35110
Hex1-B,B,218.115423685999,35110
Hex1-B,B,218.115423685999,35110
Y-HexNAc1-B,BY,245.126322723,35110
Y-HexNAc1-B,BY,245.126322723,35110
YY-HexNAc1-redEnd,YY,279.168187537,35110
Y-Hex2-B,BY,408.199547244,35110
Y-Hex1HexNAc1-B,BY,449.226096345,35110
Hex1HexNAc1-B,B,463.241746409,35110
Y-HexNAc1dHex1-redEnd,Y,467.273046536999,35110
YY-HexNAc2-redEnd,YY,524.29451026,35110
Hex3-B,B,626.31497093,35110
Hex2HexNAc1-B,B,667.341520031,35110
Y-HexNAc2dHex1-redEnd,Y,712.39936926,35110
Y-Hex4-B,BY,816.399094488,35110
Y-Hex3HexNAc1-B,BY,857.425643589,35110
YY-Hex1HexNAc2dHex1-redEnd,YY,902.483492818,35110
Y-Hex5-B,BY,1020.49886811,35110
Y-Hex4HexNAc1-B,BY,1061.525417211,35110
Y-Hex3HexNAc2-B,BY,1102.551966312,35110
YY-Hex2HexNAc2dHex1-redEnd,YY,1106.58326643999,35110
Y-Hex5HexNAc1-B,BY,1265.625190833,35110
Y-Hex5HexNAc1-B,BY,1265.625190833,35110
Y-Hex5HexNAc1-B,BY,1265.625190833,35110
YY-Hex3HexNAc2dHex1-redEnd,YY,1310.683040062,35110
YY-Hex4HexNAc2-redEnd,YY,1340.693604748,35110
YY-Hex2HexNAc3dHex1-redEnd,YY,1351.709589163,35110
YY-Hex3HexNAc3-redEnd,YY,1381.720153849,35110
Hex6HexNAc1-B,B,1483.740614519,35110
Y-Hex5HexNAc2-B,BY,1510.751513556,35110
Y-Hex5HexNAc2-B,BY,1510.751513556,35110
YY-Hex4HexNAc2dHex1-redEnd,YY,1514.782813684,35110
Y-Hex4HexNAc2dHex1-redEnd,Y,1528.798463748,35110
YY-Hex5HexNAc2-redEnd,YY,1544.79337836999,35110
Y-Hex3HexNAc3dHex1-redEnd,Y,1569.825012849,35110
Hex6HexNAc2-B,B,1728.866937242,35110
Y-Hex5HexNAc2dHex1-redEnd,Y,1732.89823736999,35110
YY-Hex4HexNAc3dHex1-redEnd,YY,1759.90913640699,35110
YY-Hex4HexNAc3dHex1-redEnd,YY,1759.90913640699,35110
YY-Hex5HexNAc3-redEnd,YY,1789.919701093,35110
YY-Hex5HexNAc3-redEnd,YY,1789.919701093,35110
Y-Hex5HexNAc3dHex1-redEnd,Y,1978.024560093,35110
Y-Hex5HexNAc3dHex1-redEnd,Y,1978.024560093,35110
Y-Hex6HexNAc3-redEnd,Y,2008.03512477899,35110
Hex6HexNAc3dHex1-redEnd,NA,2196.139983779,35110
dHex1-B,B,188.104858999999,35111
Y-Hex1-B,BY,204.099773622,35111
Y-Hex1-B,BY,204.099773622,35111
Hex1-B,B,218.115423685999,35111
Y-HexNAc1-B,BY,245.126322723,35111
Y-HexNAc1-B,BY,245.126322723,35111
YY-HexNAc1-redEnd,YY,279.168187537,35111
NeuAc1-B,B,375.189316908999,35111
Y-Hex2-B,BY,408.199547244,35111
Y-Hex1HexNAc1-B,BY,449.226096345,35111
Y-Hex1HexNAc1-B,BY,449.226096345,35111
Y-HexNAc1dHex1-redEnd,Y,467.273046536999,35111
YY-HexNAc2-redEnd,YY,524.29451026,35111
Hex1NeuAc1-B,B,579.289090531,35111
Hex3-B,B,626.31497093,35111
Y-Hex2HexNAc1-B,BY,653.325869967,35111
Y-HexNAc2dHex1-redEnd,Y,712.39936926,35111
Y-Hex4-B,BY,816.399094488,35111
Hex1HexNAc1NeuAc1-B,B,824.415413254,35111
YY-Hex1HexNAc2dHex1-redEnd,YY,902.483492818,35111
Y-Hex5-B,BY,1020.49886811,35111
Hex2HexNAc1NeuAc1-B,B,1028.515186876,35111
Y-Hex4HexNAc1-B,BY,1061.525417211,35111
YY-Hex2HexNAc2dHex1-redEnd,YY,1106.58326643999,35111
Y-Hex3HexNAc1NeuAc1-B,BY,1218.59931043399,35111
Y-Hex5HexNAc1-B,BY,1265.625190833,35111
Y-Hex5HexNAc1-B,BY,1265.625190833,35111
YY-Hex3HexNAc2dHex1-redEnd,YY,1310.683040062,35111
YY-Hex4HexNAc2-redEnd,YY,1340.693604748,35111
YY-Hex2HexNAc3dHex1-redEnd,YY,1351.709589163,35111
Y-Hex3HexNAc2NeuAc1-B,BY,1463.72563315699,35111
Y-Hex6HexNAc1-B,BY,1469.724964455,35111
Y-Hex5HexNAc2-B,BY,1510.751513556,35111
YY-Hex4HexNAc2dHex1-redEnd,YY,1514.782813684,35111
Y-Hex4HexNAc2dHex1-redEnd,Y,1528.798463748,35111
YY-Hex5HexNAc2-redEnd,YY,1544.79337836999,35111
YY-Hex3HexNAc3dHex1-redEnd,YY,1555.809362785,35111
Y-Hex5HexNAc1NeuAc1-B,BY,1626.79885767799,35111
Y-Hex6HexNAc2-B,BY,1714.851287178,35111
Y-Hex5HexNAc2dHex1-redEnd,Y,1732.89823736999,35111
YY-Hex3HexNAc3NeuAc1-redEnd,YY,1742.89382069399,35111
YY-Hex4HexNAc3dHex1-redEnd,YY,1759.90913640699,35111
YY-Hex5HexNAc3-redEnd,YY,1789.919701093,35111
Hex6HexNAc1NeuAc1-B,B,1844.91428136399,35111
Y-Hex5HexNAc2NeuAc1-B,BY,1871.92518040099,35111
Y-Hex3HexNAc3NeuAc1dHex1-redEnd,Y,1930.99867969399,35111
YY-Hex5HexNAc3dHex1-redEnd,YY,1964.008910029,35111
Y-Hex5HexNAc3dHex1-redEnd,Y,1978.024560093,35111
YY-Hex6HexNAc3-redEnd,YY,1994.01947471499,35111
Hex6HexNAc2NeuAc1-B,B,2090.040604087,35111
YY-Hex4HexNAc3NeuAc1dHex1-redEnd,YY,2121.082803252,35111
YY-Hex5HexNAc3NeuAc1-redEnd,YY,2151.093367938,35111
Y-Hex6HexNAc3dHex1-redEnd,Y,2182.124333715,35111
Y-Hex5HexNAc3NeuAc1dHex1-redEnd,Y,2339.198226938,35111
Y-Hex6HexNAc3NeuAc1-redEnd,Y,2369.208791624,35111
Hex6HexNAc3NeuAc1dHex1-redEnd,NA,2557.313650624,35111
Y-Hex1-B,BY,204.099773622,36000
Y-Hex1-B,BY,204.099773622,36000
Hex1-B,B,218.115423685999,36000
Y-HexNAc1-B,BY,245.126322723,36000
HexNAc1-B,B,259.141972787,36000
Y-HexNAc1-redEnd,Y,293.183837601,36000
Y-Hex2-B,BY,408.199547244,36000
Hex2-B,B,422.215197308,36000
Hex1HexNAc1-B,B,463.241746409,36000
Y-HexNAc2-redEnd,Y,538.310160324,36000
Y-Hex3-B,BY,612.299320866,36000
Y-Hex3-B,BY,612.299320866,36000
Y-Hex2HexNAc1-B,BY,653.325869967,36000
YY-Hex1HexNAc2-redEnd,YY,728.394283882,36000
Hex4-B,B,830.414744552,36000
Y-Hex2HexNAc2-B,BY,898.45219269,36000
YY-Hex2HexNAc2-redEnd,YY,932.494057503999,36000
Y-Hex5-B,BY,1020.49886811,36000
Y-Hex4HexNAc1-B,BY,1061.525417211,36000
YY-Hex3HexNAc2-redEnd,YY,1136.59383112599,36000
Y-Hex2HexNAc3-redEnd,Y,1191.63603029099,36000
Y-Hex6-B,BY,1224.598641732,36000
Y-Hex5HexNAc1-B,BY,1265.625190833,36000
Y-Hex5HexNAc1-B,BY,1265.625190833,36000
Y-Hex5HexNAc1-B,BY,1265.625190833,36000
Y-Hex4HexNAc2-B,BY,1306.651739934,36000
YY-Hex4HexNAc2-redEnd,YY,1340.69360474799,36000
YY-Hex4HexNAc2-redEnd,YY,1340.69360474799,36000
YY-Hex4HexNAc2-redEnd,YY,1340.69360474799,36000
YY-Hex3HexNAc3-redEnd,YY,1381.72015384899,36000
Y-Hex6HexNAc1-B,BY,1469.724964455,36000
Hex6HexNAc1-B,B,1483.740614519,36000
Y-Hex5HexNAc2-B,BY,1510.751513556,36000
Y-Hex5HexNAc2-B,BY,1510.751513556,36000
YY-Hex5HexNAc2-redEnd,YY,1544.79337836999,36000
YY-Hex5HexNAc2-redEnd,YY,1544.79337836999,36000
Y-Hex5HexNAc2-redEnd,Y,1558.80902843399,36000
YY-Hex4HexNAc3-redEnd,YY,1585.81992747099,36000
Y-Hex4HexNAc3-redEnd,Y,1599.83557753499,36000
Hex6HexNAc2-B,B,1728.866937242,36000
Y-Hex6HexNAc2-redEnd,Y,1762.90880205599,36000
Y-Hex5HexNAc3-redEnd,Y,1803.93535115699,36000
Y-Hex5HexNAc3-redEnd,Y,1803.93535115699,36000
Hex6HexNAc3-redEnd,NA,2022.05077484299,36000
Y-Hex1-B,BY,204.099773622,36100
Y-Hex1-B,BY,204.099773622,36100
Hex1-B,B,218.115423685999,36100
Hex1-B,B,218.115423685999,36100
Y-HexNAc1-B,BY,245.126322723,36100
Y-HexNAc1-B,BY,245.126322723,36100
Y-HexNAc1-redEnd,Y,293.183837601,36100
Y-Hex2-B,BY,408.199547244,36100
Hex2-B,B,422.215197308,36100
Y-Hex1HexNAc1-B,BY,449.226096345,36100
Hex1HexNAc1-B,B,463.241746409,36100
Y-HexNAc2-redEnd,Y,538.310160324,36100
Y-Hex3-B,BY,612.299320866,36100
